,subject,sensor_id,hrs_to_calving,variables,value
31980,2726BL,BL,1372,standing_change,1
31981,2726BL,BL,1373,standing_change,1
31982,2726BL,BL,1374,standing_change,0
31983,2726BL,BL,1375,standing_change,0
31984,2726BL,BL,1376,standing_change,1
31985,2726BL,BL,1377,standing_change,3
31986,2726BL,BL,1378,standing_change,1
31987,2726BL,BL,1379,standing_change,1
31988,2726BL,BL,1380,standing_change,0
31989,2726BL,BL,1381,standing_change,4
31990,2726BL,BL,1382,standing_change,2
31991,2726BL,BL,1383,standing_change,1
31992,2726BL,BL,2104,standing_change,1
31993,2726BL,BL,2105,standing_change,3
31994,2726BL,BL,2106,standing_change,2
31995,2726BL,BL,2107,standing_change,2
31996,2726BL,BL,2108,standing_change,0
31997,2726BL,BL,2109,standing_change,1
31998,2726BL,BL,2110,standing_change,0
31999,2726BL,BL,2111,standing_change,0
32000,2726BL,BL,2112,standing_change,3
32001,2726BL,BL,2113,standing_change,0
32002,2726BL,BL,2114,standing_change,1
32003,2726BL,BL,2115,standing_change,0
32004,2726BL,BL,2116,standing_change,0
32005,2726BL,BL,2117,standing_change,2
32006,2726BL,BL,2118,standing_change,1
32007,2726BL,BL,2119,standing_change,1
32008,2726BL,BL,2120,standing_change,2
32009,2726BL,BL,2121,standing_change,3
32010,2726BL,BL,2122,standing_change,1
32011,2726BL,BL,2123,standing_change,2
32012,2726BL,BL,2124,standing_change,3
32013,2726BL,BL,2125,standing_change,1
32014,2726BL,BL,2126,standing_change,2
32015,2726BL,BL,2127,standing_change,3
32016,2726BL,BL,2824,standing_change,2
32017,2726BL,BL,2825,standing_change,3
32018,2726BL,BL,2826,standing_change,1
32019,2726BL,BL,2827,standing_change,3
32020,2726BL,BL,2828,standing_change,5
32021,2726BL,BL,2829,standing_change,3
32022,2726BL,BL,2830,standing_change,10
32023,2726BL,BL,2831,standing_change,7
32024,2726BL,BL,2832,standing_change,5
32025,2726BL,BL,2833,standing_change,0
32026,2726BL,BL,2834,standing_change,0
32027,2726BL,BL,2835,standing_change,0
32028,2726BL,BL,2836,standing_change,0
32029,2726BL,BL,2837,standing_change,0
32030,2726BL,BL,2838,standing_change,0
32031,2726BL,BL,2839,standing_change,0
32032,2726BL,BL,2840,standing_change,3
32033,2726BL,BL,2841,standing_change,4
32034,2726BL,BL,2842,standing_change,2
32035,2726BL,BL,2843,standing_change,3
32036,2726BL,BL,2844,standing_change,3
32037,2726BL,BL,2845,standing_change,2
32038,2726BL,BL,2846,standing_change,2
32039,2726BL,BL,2847,standing_change,2
32040,2726BR,BR,1360,standing_change,2
32041,2726BR,BR,1361,standing_change,0
32042,2726BR,BR,1362,standing_change,4
32043,2726BR,BR,1363,standing_change,3
32044,2726BR,BR,1364,standing_change,1
32045,2726BR,BR,1365,standing_change,0
32046,2726BR,BR,1366,standing_change,1
32047,2726BR,BR,1367,standing_change,0
32048,2726BR,BR,1368,standing_change,0
32049,2726BR,BR,1369,standing_change,2
32050,2726BR,BR,1370,standing_change,2
32051,2726BR,BR,1371,standing_change,0
32052,2726BR,BR,1372,standing_change,1
32053,2726BR,BR,1373,standing_change,0
32054,2726BR,BR,1374,standing_change,1
32055,2726BR,BR,1375,standing_change,0
32056,2726BR,BR,1376,standing_change,1
32057,2726BR,BR,1377,standing_change,3
32058,2726BR,BR,1378,standing_change,1
32059,2726BR,BR,1379,standing_change,1
32060,2726BR,BR,1380,standing_change,0
32061,2726BR,BR,1381,standing_change,4
32062,2726BR,BR,1382,standing_change,2
32063,2726BR,BR,1383,standing_change,1
32064,2726BR,BR,2104,standing_change,1
32065,2726BR,BR,2105,standing_change,3
32066,2726BR,BR,2106,standing_change,2
32067,2726BR,BR,2107,standing_change,2
32068,2726BR,BR,2108,standing_change,0
32069,2726BR,BR,2109,standing_change,1
32070,2726BR,BR,2110,standing_change,0
32071,2726BR,BR,2111,standing_change,0
32072,2726BR,BR,2112,standing_change,3
32073,2726BR,BR,2113,standing_change,0
32074,2726BR,BR,2114,standing_change,1
32075,2726BR,BR,2115,standing_change,0
32076,2726BR,BR,2116,standing_change,0
32077,2726BR,BR,2117,standing_change,2
32078,2726BR,BR,2118,standing_change,1
32079,2726BR,BR,2119,standing_change,1
32080,2726BR,BR,2120,standing_change,2
32081,2726BR,BR,2121,standing_change,2
32082,2726BR,BR,2122,standing_change,2
32083,2726BR,BR,2123,standing_change,0
32084,2726BR,BR,2124,standing_change,3
32085,2726BR,BR,2125,standing_change,1
32086,2726BR,BR,2126,standing_change,2
32087,2726BR,BR,2127,standing_change,3
32088,2726BR,BR,2824,standing_change,2
32089,2726BR,BR,2825,standing_change,3
32090,2726BR,BR,2826,standing_change,1
32091,2726BR,BR,2827,standing_change,3
32092,2726BR,BR,2828,standing_change,5
32093,2726BR,BR,2829,standing_change,3
32094,2726BR,BR,2830,standing_change,10
32095,2726BR,BR,2831,standing_change,7
32096,2726BR,BR,2832,standing_change,7
32097,2726BR,BR,2833,standing_change,0
32098,2726BR,BR,2834,standing_change,0
32099,2726BR,BR,2835,standing_change,0
32100,2726BR,BR,2836,standing_change,0
32101,2726BR,BR,2837,standing_change,0
32102,2726BR,BR,2838,standing_change,0
32103,2726BR,BR,2839,standing_change,0
32104,2726BR,BR,2840,standing_change,3
32105,2726BR,BR,2841,standing_change,4
32106,2726BR,BR,2842,standing_change,2
32107,2726BR,BR,2843,standing_change,3
32108,2726BR,BR,2844,standing_change,3
32109,2726BR,BR,2845,standing_change,2
32110,2726BR,BR,2846,standing_change,2
32111,2726BR,BR,2847,standing_change,2
32112,2726FL,FL,1360,standing_change,2
32113,2726FL,FL,1361,standing_change,0
32114,2726FL,FL,1362,standing_change,4
32115,2726FL,FL,1363,standing_change,3
32116,2726FL,FL,1364,standing_change,1
32117,2726FL,FL,1365,standing_change,2
32118,2726FL,FL,1366,standing_change,1
32119,2726FL,FL,1367,standing_change,0
32120,2726FL,FL,1368,standing_change,0
32121,2726FL,FL,1369,standing_change,2
32122,2726FL,FL,1370,standing_change,2
32123,2726FL,FL,1371,standing_change,0
32124,2726FL,FL,1372,standing_change,1
32125,2726FL,FL,1373,standing_change,0
32126,2726FL,FL,1374,standing_change,1
32127,2726FL,FL,1375,standing_change,0
32128,2726FL,FL,1376,standing_change,1
32129,2726FL,FL,1377,standing_change,3
32130,2726FL,FL,1378,standing_change,1
32131,2726FL,FL,1379,standing_change,1
32132,2726FL,FL,1380,standing_change,0
32133,2726FL,FL,1381,standing_change,4
32134,2726FL,FL,1382,standing_change,2
32135,2726FL,FL,1383,standing_change,1
32136,2726FL,FL,2104,standing_change,1
32137,2726FL,FL,2105,standing_change,2
32138,2726FL,FL,2106,standing_change,4
32139,2726FL,FL,2107,standing_change,2
32140,2726FL,FL,2108,standing_change,0
32141,2726FL,FL,2109,standing_change,1
32142,2726FL,FL,2110,standing_change,0
32143,2726FL,FL,2111,standing_change,0
32144,2726FL,FL,2112,standing_change,3
32145,2726FL,FL,2113,standing_change,0
32146,2726FL,FL,2114,standing_change,1
32147,2726FL,FL,2115,standing_change,0
32148,2726FL,FL,2116,standing_change,0
32149,2726FL,FL,2117,standing_change,2
32150,2726FL,FL,2118,standing_change,1
32151,2726FL,FL,2119,standing_change,1
32152,2726FL,FL,2120,standing_change,2
32153,2726FL,FL,2121,standing_change,2
32154,2726FL,FL,2122,standing_change,2
32155,2726FL,FL,2123,standing_change,0
32156,2726FL,FL,2124,standing_change,3
32157,2726FL,FL,2125,standing_change,1
32158,2726FL,FL,2126,standing_change,2
32159,2726FL,FL,2127,standing_change,3
32160,2726FL,FL,2824,standing_change,2
32161,2726FL,FL,2825,standing_change,3
32162,2726FL,FL,2826,standing_change,1
32163,2726FL,FL,2827,standing_change,3
32164,2726FL,FL,2828,standing_change,5
32165,2726FL,FL,2829,standing_change,2
32166,2726FL,FL,2830,standing_change,13
32167,2726FL,FL,2831,standing_change,7
32168,2726FL,FL,2832,standing_change,5
32169,2726FL,FL,2833,standing_change,0
32170,2726FL,FL,2834,standing_change,0
32171,2726FL,FL,2835,standing_change,0
32172,2726FL,FL,2836,standing_change,0
32173,2726FL,FL,2837,standing_change,0
32174,2726FL,FL,2838,standing_change,0
32175,2726FL,FL,2839,standing_change,0
32176,2726FL,FL,2840,standing_change,3
32177,2726FL,FL,2841,standing_change,4
32178,2726FL,FL,2842,standing_change,2
32179,2726FL,FL,2843,standing_change,3
32180,2726FL,FL,2844,standing_change,3
32181,2726FL,FL,2845,standing_change,2
32182,2726FL,FL,2846,standing_change,2
32183,2726FL,FL,2847,standing_change,6
32184,2741BL,BL,-59,standing_change,0
32185,2741BL,BL,-58,standing_change,0
32186,2741BL,BL,-57,standing_change,0
32187,2741BL,BL,-56,standing_change,1
32188,2741BL,BL,-55,standing_change,3
32189,2741BL,BL,-54,standing_change,0
32190,2741BL,BL,-53,standing_change,1
32191,2741BL,BL,-52,standing_change,0
32192,2741BL,BL,-51,standing_change,0
32193,2741BL,BL,-50,standing_change,1
32194,2741BL,BL,-49,standing_change,3
32195,2741BL,BL,-48,standing_change,1
32196,2741BL,BL,-47,standing_change,0
32197,2741BL,BL,-46,standing_change,1
32198,2741BL,BL,-45,standing_change,1
32199,2741BL,BL,-44,standing_change,0
32200,2741BL,BL,-43,standing_change,1
32201,2741BL,BL,-42,standing_change,1
32202,2741BL,BL,-41,standing_change,0
32203,2741BL,BL,-40,standing_change,1
32204,2741BL,BL,-39,standing_change,1
32205,2741BL,BL,-38,standing_change,0
32206,2741BL,BL,-37,standing_change,1
32207,2741BL,BL,-36,standing_change,1
32208,2741BL,BL,-35,standing_change,1
32209,2741BL,BL,-34,standing_change,1
32210,2741BL,BL,-33,standing_change,2
32211,2741BL,BL,-32,standing_change,0
32212,2741BL,BL,-31,standing_change,0
32213,2741BL,BL,-30,standing_change,1
32214,2741BL,BL,-29,standing_change,2
32215,2741BL,BL,-28,standing_change,0
32216,2741BL,BL,-27,standing_change,0
32217,2741BL,BL,-26,standing_change,1
32218,2741BL,BL,-25,standing_change,1
32219,2741BL,BL,-24,standing_change,1
32220,2741BL,BL,-23,standing_change,0
32221,2741BL,BL,-22,standing_change,1
32222,2741BL,BL,-21,standing_change,0
32223,2741BL,BL,-20,standing_change,1
32224,2741BL,BL,-19,standing_change,1
32225,2741BL,BL,-18,standing_change,1
32226,2741BL,BL,-17,standing_change,1
32227,2741BL,BL,-16,standing_change,1
32228,2741BL,BL,-15,standing_change,0
32229,2741BL,BL,-14,standing_change,2
32230,2741BL,BL,-13,standing_change,0
32231,2741BL,BL,-12,standing_change,2
32232,2741BL,BL,-11,standing_change,0
32233,2741BL,BL,-10,standing_change,1
32234,2741BL,BL,-9,standing_change,1
32235,2741BL,BL,-8,standing_change,0
32236,2741BL,BL,-7,standing_change,2
32237,2741BL,BL,-6,standing_change,6
32238,2741BL,BL,-5,standing_change,0
32239,2741BL,BL,-4,standing_change,0
32240,2741BL,BL,-3,standing_change,0
32241,2741BL,BL,-2,standing_change,0
32242,2741BL,BL,-1,standing_change,2
32243,2741BL,BL,0,standing_change,3
32244,2741BL,BL,1,standing_change,4
32245,2741BL,BL,2,standing_change,3
32246,2741BL,BL,3,standing_change,4
32247,2741BL,BL,4,standing_change,1
32248,2741BL,BL,5,standing_change,0
32249,2741BL,BL,6,standing_change,1
32250,2741BL,BL,7,standing_change,0
32251,2741BL,BL,8,standing_change,3
32252,2741BL,BL,9,standing_change,0
32253,2741BL,BL,10,standing_change,1
32254,2741BL,BL,11,standing_change,1
32255,2741BL,BL,12,standing_change,0
32256,2741BR,BR,-59,standing_change,1
32257,2741BR,BR,-58,standing_change,0
32258,2741BR,BR,-57,standing_change,0
32259,2741BR,BR,-56,standing_change,1
32260,2741BR,BR,-55,standing_change,3
32261,2741BR,BR,-54,standing_change,0
32262,2741BR,BR,-53,standing_change,1
32263,2741BR,BR,-52,standing_change,0
32264,2741BR,BR,-51,standing_change,0
32265,2741BR,BR,-50,standing_change,1
32266,2741BR,BR,-49,standing_change,3
32267,2741BR,BR,-48,standing_change,1
32268,2741BR,BR,-47,standing_change,0
32269,2741BR,BR,-46,standing_change,1
32270,2741BR,BR,-45,standing_change,1
32271,2741BR,BR,-44,standing_change,0
32272,2741BR,BR,-43,standing_change,1
32273,2741BR,BR,-42,standing_change,1
32274,2741BR,BR,-41,standing_change,0
32275,2741BR,BR,-40,standing_change,1
32276,2741BR,BR,-39,standing_change,1
32277,2741BR,BR,-38,standing_change,0
32278,2741BR,BR,-37,standing_change,1
32279,2741BR,BR,-36,standing_change,1
32280,2741BR,BR,-35,standing_change,1
32281,2741BR,BR,-34,standing_change,1
32282,2741BR,BR,-33,standing_change,2
32283,2741BR,BR,-32,standing_change,0
32284,2741BR,BR,-31,standing_change,0
32285,2741BR,BR,-30,standing_change,1
32286,2741BR,BR,-29,standing_change,1
32287,2741BR,BR,-28,standing_change,1
32288,2741BR,BR,-27,standing_change,0
32289,2741BR,BR,-26,standing_change,1
32290,2741BR,BR,-25,standing_change,1
32291,2741BR,BR,-24,standing_change,1
32292,2741BR,BR,-23,standing_change,0
32293,2741BR,BR,-22,standing_change,1
32294,2741BR,BR,-21,standing_change,0
32295,2741BR,BR,-20,standing_change,1
32296,2741BR,BR,-19,standing_change,1
32297,2741BR,BR,-18,standing_change,1
32298,2741BR,BR,-17,standing_change,1
32299,2741BR,BR,-16,standing_change,1
32300,2741BR,BR,-15,standing_change,0
32301,2741BR,BR,-14,standing_change,2
32302,2741BR,BR,-13,standing_change,0
32303,2741BR,BR,-12,standing_change,2
32304,2741BR,BR,-11,standing_change,0
32305,2741BR,BR,-10,standing_change,0
32306,2741BR,BR,-9,standing_change,2
32307,2741BR,BR,-8,standing_change,0
32308,2741BR,BR,-7,standing_change,2
32309,2741BR,BR,-6,standing_change,3
32310,2741BR,BR,-5,standing_change,0
32311,2741BR,BR,-4,standing_change,2
32312,2741BR,BR,-3,standing_change,7
32313,2741BR,BR,-2,standing_change,1
32314,2741BR,BR,-1,standing_change,3
32315,2741BR,BR,0,standing_change,3
32316,2741BR,BR,1,standing_change,4
32317,2741BR,BR,2,standing_change,3
32318,2741BR,BR,3,standing_change,4
32319,2741BR,BR,4,standing_change,1
32320,2741BR,BR,5,standing_change,0
32321,2741BR,BR,6,standing_change,1
32322,2741BR,BR,7,standing_change,0
32323,2741BR,BR,8,standing_change,1
32324,2741BR,BR,9,standing_change,0
32325,2741BR,BR,10,standing_change,1
32326,2741BR,BR,11,standing_change,1
32327,2741BR,BR,12,standing_change,0
32328,2741FL,FL,-59,standing_change,0
32329,2741FL,FL,-58,standing_change,0
32330,2741FL,FL,-57,standing_change,1
32331,2741FL,FL,-56,standing_change,1
32332,2741FL,FL,-55,standing_change,4
32333,2741FL,FL,-54,standing_change,0
32334,2741FL,FL,-53,standing_change,1
32335,2741FL,FL,-52,standing_change,0
32336,2741FL,FL,-51,standing_change,0
32337,2741FL,FL,-50,standing_change,2
32338,2741FL,FL,-49,standing_change,2
32339,2741FL,FL,-48,standing_change,1
32340,2741FL,FL,-47,standing_change,1
32341,2741FL,FL,-46,standing_change,0
32342,2741FL,FL,-45,standing_change,1
32343,2741FL,FL,-44,standing_change,3
32344,2741FL,FL,-43,standing_change,0
32345,2741FL,FL,-42,standing_change,1
32346,2741FL,FL,-41,standing_change,0
32347,2741FL,FL,-40,standing_change,1
32348,2741FL,FL,-39,standing_change,1
32349,2741FL,FL,-38,standing_change,0
32350,2741FL,FL,-37,standing_change,2
32351,2741FL,FL,-36,standing_change,0
32352,2741FL,FL,-35,standing_change,1
32353,2741FL,FL,-34,standing_change,2
32354,2741FL,FL,-33,standing_change,1
32355,2741FL,FL,-32,standing_change,0
32356,2741FL,FL,-31,standing_change,0
32357,2741FL,FL,-30,standing_change,2
32358,2741FL,FL,-29,standing_change,1
32359,2741FL,FL,-28,standing_change,0
32360,2741FL,FL,-27,standing_change,0
32361,2741FL,FL,-26,standing_change,1
32362,2741FL,FL,-25,standing_change,1
32363,2741FL,FL,-24,standing_change,1
32364,2741FL,FL,-23,standing_change,3
32365,2741FL,FL,-22,standing_change,0
32366,2741FL,FL,-21,standing_change,0
32367,2741FL,FL,-20,standing_change,1
32368,2741FL,FL,-19,standing_change,1
32369,2741FL,FL,-18,standing_change,1
32370,2741FL,FL,-17,standing_change,1
32371,2741FL,FL,-16,standing_change,3
32372,2741FL,FL,-15,standing_change,1
32373,2741FL,FL,-14,standing_change,1
32374,2741FL,FL,-13,standing_change,0
32375,2741FL,FL,-12,standing_change,2
32376,2741FL,FL,-11,standing_change,0
32377,2741FL,FL,-10,standing_change,4
32378,2741FL,FL,-9,standing_change,0
32379,2741FL,FL,-8,standing_change,0
32380,2741FL,FL,-7,standing_change,5
32381,2741FL,FL,-6,standing_change,2
32382,2741FL,FL,-5,standing_change,1
32383,2741FL,FL,-4,standing_change,4
32384,2741FL,FL,-3,standing_change,9
32385,2741FL,FL,-2,standing_change,0
32386,2741FL,FL,-1,standing_change,5
32387,2741FL,FL,0,standing_change,1
32388,2741FL,FL,1,standing_change,4
32389,2741FL,FL,2,standing_change,4
32390,2741FL,FL,3,standing_change,4
32391,2741FL,FL,4,standing_change,0
32392,2741FL,FL,5,standing_change,0
32393,2741FL,FL,6,standing_change,2
32394,2741FL,FL,7,standing_change,2
32395,2741FL,FL,8,standing_change,0
32396,2741FL,FL,9,standing_change,1
32397,2741FL,FL,10,standing_change,0
32398,2741FL,FL,11,standing_change,1
32399,2741FL,FL,12,standing_change,0
32400,2743BL,BL,-65,standing_change,0
32401,2743BL,BL,-64,standing_change,0
32402,2743BL,BL,-62,standing_change,0
32403,2743BL,BL,-62,standing_change,2
32404,2743BL,BL,-61,standing_change,0
32405,2743BL,BL,-59,standing_change,1
32406,2743BL,BL,-59,standing_change,0
32407,2743BL,BL,-58,standing_change,2
32408,2743BL,BL,-56,standing_change,1
32409,2743BL,BL,-56,standing_change,1
32410,2743BL,BL,-55,standing_change,1
32411,2743BL,BL,-53,standing_change,2
32412,2743BL,BL,-53,standing_change,1
32413,2743BL,BL,-52,standing_change,1
32414,2743BL,BL,-50,standing_change,2
32415,2743BL,BL,-50,standing_change,0
32416,2743BL,BL,-49,standing_change,0
32417,2743BL,BL,-47,standing_change,0
32418,2743BL,BL,-47,standing_change,3
32419,2743BL,BL,-46,standing_change,0
32420,2743BL,BL,-44,standing_change,1
32421,2743BL,BL,-44,standing_change,0
32422,2743BL,BL,-43,standing_change,0
32423,2743BL,BL,-41,standing_change,0
32424,2743BL,BL,-41,standing_change,2
32425,2743BL,BL,-40,standing_change,0
32426,2743BL,BL,-38,standing_change,2
32427,2743BL,BL,-38,standing_change,0
32428,2743BL,BL,-37,standing_change,2
32429,2743BL,BL,-35,standing_change,0
32430,2743BL,BL,-35,standing_change,1
32431,2743BL,BL,-34,standing_change,0
32432,2743BL,BL,-32,standing_change,0
32433,2743BL,BL,-32,standing_change,1
32434,2743BL,BL,-31,standing_change,0
32435,2743BL,BL,-29,standing_change,1
32436,2743BL,BL,-29,standing_change,0
32437,2743BL,BL,-28,standing_change,1
32438,2743BL,BL,-26,standing_change,2
32439,2743BL,BL,-26,standing_change,1
32440,2743BL,BL,-25,standing_change,1
32441,2743BL,BL,-23,standing_change,0
32442,2743BL,BL,-23,standing_change,0
32443,2743BL,BL,-22,standing_change,1
32444,2743BL,BL,-20,standing_change,0
32445,2743BL,BL,-20,standing_change,3
32446,2743BL,BL,-19,standing_change,0
32447,2743BL,BL,-17,standing_change,1
32448,2743BL,BL,-17,standing_change,2
32449,2743BL,BL,-16,standing_change,0
32450,2743BL,BL,-14,standing_change,1
32451,2743BL,BL,-14,standing_change,1
32452,2743BL,BL,-13,standing_change,0
32453,2743BL,BL,-11,standing_change,1
32454,2743BL,BL,-11,standing_change,3
32455,2743BL,BL,-10,standing_change,1
32456,2743BL,BL,-8,standing_change,1
32457,2743BL,BL,-8,standing_change,2
32458,2743BL,BL,-7,standing_change,2
32459,2743BL,BL,-5,standing_change,1
32460,2743BL,BL,-5,standing_change,2
32461,2743BL,BL,-4,standing_change,4
32462,2743BL,BL,-2,standing_change,4
32463,2743BL,BL,-2,standing_change,5
32464,2743BL,BL,-1,standing_change,3
32465,2743BL,BL,1,standing_change,4
32466,2743BL,BL,2,standing_change,5
32467,2743BL,BL,2,standing_change,2
32468,2743BL,BL,4,standing_change,0
32469,2743BL,BL,5,standing_change,0
32470,2743BL,BL,5,standing_change,1
32471,2743BL,BL,7,standing_change,0
32472,2743BR,BR,-65,standing_change,0
32473,2743BR,BR,-64,standing_change,0
32474,2743BR,BR,-62,standing_change,0
32475,2743BR,BR,-62,standing_change,2
32476,2743BR,BR,-61,standing_change,0
32477,2743BR,BR,-59,standing_change,1
32478,2743BR,BR,-59,standing_change,0
32479,2743BR,BR,-58,standing_change,2
32480,2743BR,BR,-56,standing_change,1
32481,2743BR,BR,-56,standing_change,1
32482,2743BR,BR,-55,standing_change,1
32483,2743BR,BR,-53,standing_change,2
32484,2743BR,BR,-53,standing_change,1
32485,2743BR,BR,-52,standing_change,1
32486,2743BR,BR,-50,standing_change,2
32487,2743BR,BR,-50,standing_change,0
32488,2743BR,BR,-49,standing_change,0
32489,2743BR,BR,-47,standing_change,0
32490,2743BR,BR,-47,standing_change,3
32491,2743BR,BR,-46,standing_change,0
32492,2743BR,BR,-44,standing_change,1
32493,2743BR,BR,-44,standing_change,0
32494,2743BR,BR,-43,standing_change,0
32495,2743BR,BR,-41,standing_change,0
32496,2743BR,BR,-41,standing_change,2
32497,2743BR,BR,-40,standing_change,0
32498,2743BR,BR,-38,standing_change,2
32499,2743BR,BR,-38,standing_change,0
32500,2743BR,BR,-37,standing_change,2
32501,2743BR,BR,-35,standing_change,0
32502,2743BR,BR,-35,standing_change,1
32503,2743BR,BR,-34,standing_change,0
32504,2743BR,BR,-32,standing_change,0
32505,2743BR,BR,-32,standing_change,1
32506,2743BR,BR,-31,standing_change,0
32507,2743BR,BR,-29,standing_change,1
32508,2743BR,BR,-29,standing_change,0
32509,2743BR,BR,-28,standing_change,1
32510,2743BR,BR,-26,standing_change,2
32511,2743BR,BR,-26,standing_change,1
32512,2743BR,BR,-25,standing_change,1
32513,2743BR,BR,-23,standing_change,0
32514,2743BR,BR,-23,standing_change,0
32515,2743BR,BR,-22,standing_change,1
32516,2743BR,BR,-20,standing_change,0
32517,2743BR,BR,-20,standing_change,3
32518,2743BR,BR,-19,standing_change,0
32519,2743BR,BR,-17,standing_change,1
32520,2743BR,BR,-17,standing_change,2
32521,2743BR,BR,-16,standing_change,0
32522,2743BR,BR,-14,standing_change,1
32523,2743BR,BR,-14,standing_change,1
32524,2743BR,BR,-13,standing_change,0
32525,2743BR,BR,-11,standing_change,1
32526,2743BR,BR,-11,standing_change,1
32527,2743BR,BR,-10,standing_change,1
32528,2743BR,BR,-8,standing_change,1
32529,2743BR,BR,-8,standing_change,2
32530,2743BR,BR,-7,standing_change,2
32531,2743BR,BR,-5,standing_change,1
32532,2743BR,BR,-5,standing_change,2
32533,2743BR,BR,-4,standing_change,4
32534,2743BR,BR,-2,standing_change,4
32535,2743BR,BR,-2,standing_change,5
32536,2743BR,BR,-1,standing_change,3
32537,2743BR,BR,1,standing_change,4
32538,2743BR,BR,2,standing_change,5
32539,2743BR,BR,2,standing_change,2
32540,2743BR,BR,4,standing_change,0
32541,2743BR,BR,5,standing_change,0
32542,2743BR,BR,5,standing_change,1
32543,2743BR,BR,7,standing_change,0
32544,2743FL,FL,-65,standing_change,2
32545,2743FL,FL,-64,standing_change,0
32546,2743FL,FL,-62,standing_change,0
32547,2743FL,FL,-62,standing_change,2
32548,2743FL,FL,-61,standing_change,0
32549,2743FL,FL,-59,standing_change,1
32550,2743FL,FL,-59,standing_change,0
32551,2743FL,FL,-58,standing_change,2
32552,2743FL,FL,-56,standing_change,1
32553,2743FL,FL,-56,standing_change,1
32554,2743FL,FL,-55,standing_change,1
32555,2743FL,FL,-53,standing_change,2
32556,2743FL,FL,-53,standing_change,1
32557,2743FL,FL,-52,standing_change,2
32558,2743FL,FL,-50,standing_change,1
32559,2743FL,FL,-50,standing_change,0
32560,2743FL,FL,-49,standing_change,0
32561,2743FL,FL,-47,standing_change,0
32562,2743FL,FL,-47,standing_change,3
32563,2743FL,FL,-46,standing_change,0
32564,2743FL,FL,-44,standing_change,1
32565,2743FL,FL,-44,standing_change,0
32566,2743FL,FL,-43,standing_change,0
32567,2743FL,FL,-41,standing_change,0
32568,2743FL,FL,-41,standing_change,2
32569,2743FL,FL,-40,standing_change,0
32570,2743FL,FL,-38,standing_change,2
32571,2743FL,FL,-38,standing_change,2
32572,2743FL,FL,-37,standing_change,2
32573,2743FL,FL,-35,standing_change,0
32574,2743FL,FL,-35,standing_change,1
32575,2743FL,FL,-34,standing_change,0
32576,2743FL,FL,-32,standing_change,0
32577,2743FL,FL,-32,standing_change,1
32578,2743FL,FL,-31,standing_change,3
32579,2743FL,FL,-29,standing_change,2
32580,2743FL,FL,-29,standing_change,0
32581,2743FL,FL,-28,standing_change,1
32582,2743FL,FL,-26,standing_change,2
32583,2743FL,FL,-26,standing_change,1
32584,2743FL,FL,-25,standing_change,1
32585,2743FL,FL,-23,standing_change,0
32586,2743FL,FL,-23,standing_change,0
32587,2743FL,FL,-22,standing_change,1
32588,2743FL,FL,-20,standing_change,0
32589,2743FL,FL,-20,standing_change,3
32590,2743FL,FL,-19,standing_change,0
32591,2743FL,FL,-17,standing_change,1
32592,2743FL,FL,-17,standing_change,2
32593,2743FL,FL,-16,standing_change,0
32594,2743FL,FL,-14,standing_change,1
32595,2743FL,FL,-14,standing_change,1
32596,2743FL,FL,-13,standing_change,0
32597,2743FL,FL,-11,standing_change,1
32598,2743FL,FL,-11,standing_change,1
32599,2743FL,FL,-10,standing_change,1
32600,2743FL,FL,-8,standing_change,1
32601,2743FL,FL,-8,standing_change,2
32602,2743FL,FL,-7,standing_change,2
32603,2743FL,FL,-5,standing_change,1
32604,2743FL,FL,-5,standing_change,2
32605,2743FL,FL,-4,standing_change,4
32606,2743FL,FL,-2,standing_change,6
32607,2743FL,FL,-2,standing_change,5
32608,2743FL,FL,-1,standing_change,3
32609,2743FL,FL,1,standing_change,4
32610,2743FL,FL,2,standing_change,5
32611,2743FL,FL,2,standing_change,2
32612,2743FL,FL,4,standing_change,0
32613,2743FL,FL,5,standing_change,0
32614,2743FL,FL,5,standing_change,1
32615,2743FL,FL,7,standing_change,0
32616,2745BL,BL,-64,standing_change,2
32617,2745BL,BL,-63,standing_change,1
32618,2745BL,BL,-62,standing_change,0
32619,2745BL,BL,-61,standing_change,0
32620,2745BL,BL,-60,standing_change,0
32621,2745BL,BL,-59,standing_change,0
32622,2745BL,BL,-58,standing_change,2
32623,2745BL,BL,-57,standing_change,1
32624,2745BL,BL,-56,standing_change,0
32625,2745BL,BL,-55,standing_change,0
32626,2745BL,BL,-54,standing_change,0
32627,2745BL,BL,-53,standing_change,0
32628,2745BL,BL,-52,standing_change,1
32629,2745BL,BL,-51,standing_change,1
32630,2745BL,BL,-50,standing_change,0
32631,2745BL,BL,-49,standing_change,0
32632,2745BL,BL,-48,standing_change,2
32633,2745BL,BL,-47,standing_change,2
32634,2745BL,BL,-46,standing_change,0
32635,2745BL,BL,-45,standing_change,1
32636,2745BL,BL,-44,standing_change,0
32637,2745BL,BL,-43,standing_change,1
32638,2745BL,BL,-42,standing_change,0
32639,2745BL,BL,-41,standing_change,1
32640,2745BL,BL,-40,standing_change,1
32641,2745BL,BL,-39,standing_change,0
32642,2745BL,BL,-38,standing_change,2
32643,2745BL,BL,-37,standing_change,1
32644,2745BL,BL,-36,standing_change,0
32645,2745BL,BL,-35,standing_change,1
32646,2745BL,BL,-34,standing_change,1
32647,2745BL,BL,-33,standing_change,1
